2461,8985,4555,835,1897,105,7,16,60,3220,486,9068
11367.39,10363.65,10300.26,10149.64,9979.14,9823.36,9829.91,9931.34,10213.67,10083.3,9934.5,9507.42
2093,1421,4065,1905,6850,112,4,0,11,676,2285,7144
11153.5,10978.12,10487.68,10808.33,10044.66,9809.12,9881.69,9912.83,10040.21,9983.51,9905.38,10229.12
1354,3165,1593,1835,575,535,0,0,135,1327,509,7210
10671.68,10112.14,10505.32,10437.69,9915.67,10134.95,9881.8,9918.48,10063.48,10117.85,10056.39,10455.11
322,2114,3654,103,236,173,247,4,231,1856,343,2141
11366.32,10445.08,10322.95,10419.85,10181.66,10079.63,9862.11,9871.02,10076.79,9980.12,10319.52,9970.6
1360,22794,436,1403,780,89,59,18,12,1215,1914,100
10886.99,11001.29,10594.41,10368.65,10124.72,9990.76,9874.41,9852.61,10155.53,9893.66,9975.13,9931.89
18136,3557,1994,696,189,197,4,8,26,438,3165,794
11022.05,11487.99,10647.23,9676.21,9777.65,9872.29,9856.41,9889.39,10059.28,9950.71,9666.88,10443.59
96,1218,4566,2625,711,1479,195,0,16,101,7108,1435
10356.16,10015.27,10493.43,10230.53,9963.35,9998.04,9903.75,9895.12,10060.56,9908.59,10059.28,10087.07
7367,5220,2352,156,442,250,236,8,2537,54,123,13756
10597.11,11090.32,10639.55,9229.95,9774.56,9847.48,9936.09,9925.06,9782.74,9749.87,9985.61,10481.73
780,447,2850,2011,602,552,4,12,288,230,398,545
10452.36,10551.89,10369.4,10148.83,10155.96,9917.53,9925.7,9988.16,9656.31,10145.27,10212.9,9565.14
300,1879,2998,8547,742,46,11,11,101,266,1099,1742
10967.93,10615.18,10456.48,10560.62,9970.04,9667.92,9964.42,9934.61,10032.47,10122.43,10022.3,9904.3
1743,4665,26,2660,61,201,0,82,1283,379,355,80
9976.7,11820.47,10389.3,10675.09,9854.79,9899.71,9858.98,9975.09,10050.77,9788.93,9838.07,10045.14
275,17007,1828,514,112,323,236,29,407,587,1822,7253
11326.28,10122.5,10715.88,10226.34,9911.88,9755.66,9839.76,9879.18,9859.47,9889.69,9755.95,10170.15
11308,3615,4671,208,701,829,0,4,1927,1449,489,341
10306.72,10782.63,10366.07,9603.81,9637.04,9968.19,9873.88,9946.13,10044.44,10265.57,9963.36,9572.22
213,2550,2702,6256,715,1151,225,3,463,4496,2128,568
12111.66,10291.0,10545.61,10217.65,9884.16,10003.4,9849.8,9882.48,9979.78,9978.92,9738.81,10284.08
396,18218,631,106,1608,15,0,192,12,1589,720,759
11422.78,11492.32,10358.3,10236.93,9961.22,9745.95,9884.89,9938.37,9847.29,10211.18,10053.6,9496.52
140,1348,852,64,887,254,18,6,88,626,475,1839
11461.23,10480.77,10558.38,10065.77,9873.12,9795.19,9835.53,9929.23,10162.22,9715.47,10117.22,9918.24
1077,696,1779,378,8113,9,239,3,12,25,1334,1571
10139.26,11360.89,10458.93,10823.52,9905.99,9902.17,9893.62,9946.16,10070.78,9959.11,9978.3,9821.2
1527,691,153,1420,207,6,4502,188,108,1888,653,1973
11029.14,12373.19,10602.64,10131.1,9854.99,9891.2,9895.07,9890.58,10024.37,10040.6,9908.68,10369.49
7323,482,1329,30,232,299,20,4,18107,41,2005,395
11111.67,10885.49,10507.94,10163.67,9872.81,9750.56,9912.83,9890.84,10290.39,10127.8,9930.48,9863.89
2049,4825,1259,3154,88,131,0,6,12,2555,1069,1715
9632.74,9925.42,10451.55,10551.27,9898.54,9715.37,9877.64,9935.82,10074.99,10007.21,10064.58,9604.06
614,1182,5292,252,99,22,7,7,8,634,2327,32
10954.34,10366.28,10506.53,9866.74,9819.31,10074.81,9902.67,9918.84,9856.21,9975.04,10412.52,10398.29
1782,2225,763,131,2,177,54,4,131,54,1436,595
11678.67,10055.39,10260.69,9812.7,9977.27,9849.57,9919.82,9907.99,10152.92,10066.73,10049.15,10056.99
73,35,11404,507,931,377,3,53,95,1643,517,277
10218.15,11984.46,10629.37,9792.9,9919.98,9963.41,9880.47,9938.71,10201.03,9900.22,10487.27,10553.25
1753,3428,2255,5939,0,200,236,12,36,1186,631,92
11320.23,10220.42,10546.83,9723.09,10032.59,9803.98,9885.38,9892.23,9978.43,10036.31,9901.46,9611.73
569,2344,122,1782,82,5,0,7,23,1615,19627,135
10172.51,10663.35,10362.39,10519.2,10100.24,9869.81,9900.1,9896.84,10301.79,9900.79,9998.15,9780.76
404,584,366,28,118,52,10,4,21,20707,598,1653
12039.04,11337.07,10360.33,10438.93,9850.48,9935.51,9815.38,9899.79,10076.99,10113.88,9843.75,10003.34
1991,2417,2641,7662,8,159,140,66,119,855,612,117
10226.51,10776.11,10480.8,9479.53,9954.95,9952.63,9879.36,9931.12,10264.95,9865.7,10235.6,10018.44
787,2570,1378,1888,299,4,124,46,259,96,897,117
10261.39,10759.36,10497.94,10066.62,9890.3,9742.88,9880.84,9892.91,10005.28,9931.2,9881.04,10060.8
4071,1431,684,13159,2424,13,126,438,4490,843,804,4375
9707.46,11513.84,10410.59,10182.34,9966.39,9762.02,9858.27,9918.54,10119.59,10112.56,9818.83,9954.7
5556,3469,2059,216,1550,23,0,4,26,1775,54,3917
11435.57,10658.08,10405.95,9946.11,9998.41,10019.62,9859.52,9889.4,9913.39,9874.21,10220.87,9744.46
3745,28713,1973,83,1215,13,163,97,5,4995,3754,1662
12236.5,10346.05,10692.03,10314.51,10120.17,9873.07,9889.76,9922.55,10132.85,9903.93,10163.42,10237.92
849,18610,7263,293,4,21,3,5,31,318,4633,3167
12363.96,10716.18,10396.48,10662.61,9978.68,9978.57,9917.28,9905.96,10220.67,9862.66,9566.19,10056.58
159,6266,263,131,31,1407,14,6,32,82,7844,178
12059.88,9810.9,10440.51,9769.58,9935.91,9948.71,9837.77,9888.49,9947.45,10208.19,10300.33,9838.85
687,2114,702,1108,5,4,4,72,1626,376,2074,6940
10627.88,10762.2,10309.86,9450.05,10131.64,9893.29,9835.96,9822.85,9926.1,9841.29,10013.99,9837.9
5910,3733,32425,4478,352,14,7,2,1224,90,117,1514
10608.46,10932.02,10424.17,10327.93,10115.48,9797.29,9833.59,9845.96,10147.62,10009.83,10214.52,10409.72
663,3119,1621,113,162,15,29,58,186,4447,2831,1252
10692.18,11630.3,10652.54,10110.89,9740.48,9909.68,9864.76,9885.31,10043.5,9823.29,10239.51,10336.61
292,1449,1172,6274,2525,116,0,11,716,1184,6028,164
9833.02,11181.87,10452.69,10470.27,9808.2,9915.65,9866.45,9922.61,10017.07,9943.01,9954.83,9860.93
260,1856,1985,9689,414,465,8,3,32,994,902,2212
9893.93,11466.16,10592.2,10125.8,9898.91,9837.49,9887.3,9934.21,10040.87,10025.72,9967.79,9885.09
384,1369,3041,913,939,2768,6,56,82,120,1534,1035
11545.99,10823.07,10382.06,10218.6,9846.64,9855.31,9867.56,9986.68,10028.29,10137.14,9818.93,10595.04
326,3620,399,2258,4232,422,0,178,11,23,946,1172
10783.45,11372.91,10540.81,9296.25,9817.03,9728.89,9883.26,9955.33,10165.77,9835.78,9946.63,9932.69
609,425,702,236,263,1200,239,182,35,996,1916,4624
9837.91,9849.16,10533.48,9977.2,9607.79,9998.87,9825.95,9924.32,10250.83,9921.64,10039.48,10214.33
273,6380,2263,8396,143,17,6,13,52,1551,274,683
10537.74,11411.31,10883.68,10024.74,9899.59,9968.87,9823.51,9935.26,10102.48,9928.38,9568.92,9952.99
5251,1684,1082,383,0,0,15,8,1292,3,208,40
10780.73,10812.04,10280.36,9911.79,10132.18,10020.42,9872.29,9903.9,10071.9,9768.89,9841.05,9899.88
1106,2992,2009,1248,200,373,0,1353,5930,1874,480,39
9950.1,9896.3,10431.18,10319.72,10053.24,9764.89,9815.93,9844.44,10033.51,10245.13,10054.56,9675.45
142,7407,1047,1075,329,234,4,20,24,77,633,1392
10278.0,10249.68,10459.89,10139.32,9800.89,9825.18,9935.15,9918.47,10224.94,9755.28,9842.75,9828.34
1807,2123,631,239,17,0,5,6,255,479,119,22
10930.87,11443.09,10529.51,10307.77,9956.25,9747.25,9825.92,9896.24,9923.82,9985.59,10011.22,9972.41
1898,974,18944,565,372,165,0,32,22,877,1621,305
10710.41,10764.31,10418.11,10098.3,10136.04,9986.38,9862.02,9950.24,9929.47,10022.98,10217.6,9792.14
191,721,787,1288,392,282,664,10,251,1537,19,287
12040.57,11165.23,10815.9,10682.41,9761.18,9877.39,9885.9,9964.92,9786.26,9979.5,10336.81,10017.99
1083,7258,1423,443,0,52,43,19,21,416,1166,596
10605.46,10979.8,10770.18,9890.13,9840.55,9689.88,9920.23,9833.36,10207.09,9968.56,9944.35,9331.56
6249,2010,1466,68,49,1334,17,10,742,922,1101,10156
12158.47,12281.04,10399.12,9768.62,9867.98,9947.1,9850.24,9836.09,10242.55,10117.93,10133.92,9746.97
2400,26434,1490,607,392,141,5,49,234,272,989,305
10333.68,9833.68,10613.02,9876.98,9964.71,9886.22,9858.71,9891.21,9904.46,9776.65,10011.59,9369.74
2658,1947,5427,75,57,4550,0,42,113,125,935,452
10782.3,9372.16,10250.33,9965.58,10209.78,9866.29,9868.32,9936.46,9965.81,9968.36,9976.42,10235.3
1841,19098,2776,822,640,0,80,21,765,1927,1460,208
11283.7,11588.96,10838.65,10219.76,9940.78,9906.42,9859.56,9911.99,10147.44,10023.09,10054.31,10122.15
1098,2373,558,129,306,11,22,0,21,21,797,747
10707.9,10592.26,10497.93,9950.48,9890.71,9865.66,9844.59,9892.67,9975.95,9896.01,10220.34,10520.39
384,3529,681,2176,86,7,10,18,204,323,1899,373
10193.17,9881.35,10685.52,10003.86,9823.2,9919.58,9974.02,9917.66,10029.83,9992.66,9962.63,9862.23
2272,3435,4389,1820,119,259,4,4,270,532,4005,2052
11078.27,11137.13,10472.59,10281.9,9988.64,9922.84,9779.89,9873.48,10083.2,9982.92,10331.26,10211.48
1581,622,2172,345,16,1546,225,1,6970,6840,1417,1144
10563.3,10527.3,10613.81,9716.8,9941.58,9721.64,9805.25,9894.77,9728.29,9966.73,10170.87,10532.58
85,2855,7634,846,217,243,0,5,29,8121,1090,1039
11040.84,9745.44,10450.42,10681.28,9869.81,9959.28,9933.53,9916.81,10002.5,10168.41,10036.81,10258.49
1510,18761,21412,1756,1592,0,8,148,275,1764,817,944
10997.47,10907.08,10804.27,9733.3,9777.95,10133.71,9908.46,9923.51,9938.04,9881.32,10095.4,10792.28
30,3070,1917,4342,141,19413,2,22,3,3480,545,93
10796.38,10141.33,10586.06,10157.84,9789.91,9802.93,9888.77,9973.94,9860.63,9932.35,9921.32,10230.09
565,1939,6388,2343,56,2,0,43,18,1653,65,1502
10744.46,10489.0,10310.98,10318.37,10261.15,9806.68,9893.82,9991.17,9870.81,10067.16,9466.83,10121.79
1559,21135,63,7658,1754,46,9,31,76,1580,4128,60
11063.28,10721.71,10321.49,10248.96,9958.53,9667.83,9919.91,9875.7,10114.97,9767.02,10100.27,10106.57
79,1182,789,215,218,9573,86,56,105,75,1026,1190
10637.63,10628.9,10500.97,9895.28,10102.4,9927.5,9917.6,9921.22,10346.38,9975.5,9873.79,9977.8
338,3587,4706,680,919,864,0,0,6850,264,1302,2654
9752.72,11106.18,10309.82,9781.75,9896.97,9993.92,9907.78,9847.62,10025.07,10088.07,9899.12,10142.84
346,6907,545,2305,199,127,0,5,65,1101,736,18693
10477.91,10853.48,10181.47,10483.08,9892.79,9714.9,9868.82,9894.61,10221.02,10017.76,9984.26,10005.57
797,1394,3317,275,188,87,140,0,88,208,1080,414
10377.06,11370.98,10550.69,9784.44,9963.63,9856.32,9856.49,9840.2,9730.83,9927.32,9770.9,9807.15
2619,5319,9239,352,522,375,7,0,753,317,1640,66
11578.92,11391.83,10692.18,10518.21,9872.03,9884.75,9893.6,9959.58,10139.77,10063.2,10254.78,9987.91
302,1749,948,5303,25,7,4,0,1013,1270,2401,1316
10754.05,11098.96,10386.09,9613.33,9797.89,10205.16,9835.02,9883.19,9990.52,10031.01,10434.91,10130.48
43,20531,2410,1525,163,1289,6,39,13,618,1563,620
9962.24,10986.78,10677.21,9534.45,9934.09,9965.51,9873.95,9818.16,10087.13,9991.56,10068.58,10079.2
510,8050,664,3118,311,820,261,27,1068,1636,857,1835
11426.23,11071.15,10425.42,10361.11,9817.5,9829.31,9918.68,9873.08,9897.88,9919.71,9782.21,9953.57
1632,1810,6692,118,305,1400,3,9,286,658,18431,1318
10561.62,10628.86,10593.17,9960.79,10066.3,10063.3,9885.99,9886.94,9948.88,10030.93,10281.98,9972.45
371,19518,738,194,460,72,1566,6,30,196,280,852
11614.18,11577.67,10453.38,10522.44,9890.48,9786.7,9842.94,9956.91,10171.15,9861.24,9939.29,10544.14
3095,860,1734,143,28,0,253,8,1791,5973,104,500
10446.9,10582.61,10413.35,9806.3,10206.25,9823.78,9817.61,9824.76,10169.18,9945.8,9828.47,9588.36
614,4114,28,146,8,0,4,7,46,1002,2290,19
10682.39,10687.2,10510.41,9446.97,9946.39,9857.22,9831.68,9894.37,9939.73,10000.25,10195.45,9842.25
2316,1038,128,252,709,9,0,21,181,1418,394,287
11539.48,11318.71,10509.36,10069.49,10091.28,9738.8,9882.94,9885.28,9997.44,9868.18,10048.39,9839.97
7103,2799,7576,207,442,416,40,10,167,316,461,721
11538.4,11528.67,10580.96,9890.02,9936.99,9904.95,9908.2,9907.98,9746.89,9909.83,9876.92,10172.84
1467,4133,1192,871,4,8,1,0,992,251,764,207
11462.98,11597.08,10488.01,9800.65,9772.43,10034.62,9880.17,9919.24,9853.31,9924.29,9787.56,10231.32
1370,380,363,497,18032,20,173,18,30,376,1562,123
10772.8,11240.04,10380.37,9874.62,10015.25,10000.03,9833.47,9946.88,9884.38,10003.72,9924.4,9483.91
1539,19506,539,1791,56,4,0,20,835,929,436,132
10944.89,11405.5,10545.03,10603.97,9720.2,10002.5,9868.61,9892.97,10012.49,10264.59,10198.5,10018.26
1888,1563,437,165,540,8,16,3,20,482,1144,1742
10911.09,10551.45,10608.22,10407.45,10002.15,10052.91,9854.6,9928.52,9776.45,9906.52,10129.26,10072.07
249,26457,7239,343,395,1968,7,63,1256,91,439,309
10687.39,11554.47,10248.39,10046.95,10029.68,10022.29,9887.48,9971.15,9897.47,10178.35,10236.99,9725.97
189,779,19113,3083,23,1672,19,0,41,162,1347,298
10779.59,10367.63,10651.91,10373.38,9854.56,9851.8,9935.8,9917.23,10138.21,9984.64,10138.43,10021.31
861,18796,2279,3267,29,15,36,8,86,34,5373,7096
11698.0,10076.31,10557.43,9799.44,9809.41,9780.44,9901.91,9848.65,10147.51,10093.99,10445.99,10545.83
6341,3587,4241,779,344,3,276,6,86,731,1590,543
11067.93,10625.63,10535.77,9999.56,10271.35,9767.34,9818.08,9956.97,9962.55,10063.1,9565.73,10320.43
