2304,1469,18229,2536,19308,213,6,29,33,1015,194,449
10485.62,10240.74,10275.1,9986.52,9803.29,9966.56,9868.85,10003.66,10282.32,9979.81,9878.87,10153.57
2046,829,4393,1379,10,0,9565,12,131,18030,372,617
10215.64,10906.09,10664.21,10504.48,10157.25,9871.55,9827.56,9830.29,10288.63,9986.52,10009.54,9973.17
3159,835,6102,649,398,1417,208,442,52,1436,393,34
10159.98,11311.04,10421.15,10639.55,9661.18,9915.17,9867.18,9865.9,10199.67,9912.03,10096.46,10597.12
192,2233,1556,727,91,2576,238,191,76,104,687,15
11016.67,10470.3,10628.39,10057.81,10021.39,10063.22,9825.39,9946.37,9933.76,9932.4,10137.1,10163.37
153,3131,1664,1414,2031,356,0,4498,0,477,5879,1168
10947.5,10574.45,10735.23,10077.83,9818.68,9974.18,9929.6,9877.02,9903.36,10059.87,10232.86,10246.12
621,3258,1116,8543,11,1862,3,4,34,1537,1271,19840
11718.95,10659.66,10352.6,10223.92,9937.09,9899.29,9933.63,9889.54,10076.16,9856.22,10072.76,10420.82
2037,331,813,2443,421,635,0,10,18244,444,7297,117
10736.37,10556.76,10538.69,10111.61,10120.96,9981.39,9830.52,9906.51,10100.32,10109.33,10176.2,10391.49
104,2576,855,3046,86,5,4,0,8,453,598,1014
11770.45,10879.11,10491.57,10258.62,9723.7,9641.19,9861.65,9896.69,10006.7,9968.51,10067.8,10076.69
6545,4797,3785,407,1325,546,92,0,183,680,1100,408
10412.64,10949.96,10537.49,10155.9,9996.15,9736.65,9948.01,9900.01,10118.6,9993.96,9943.49,9836.01
520,1296,4764,327,1546,181,10,7,0,558,119,615
11620.66,8999.76,10518.78,9852.84,9960.57,9766.45,9834.6,9912.0,10074.59,9999.48,10442.87,10483.82
18063,15924,407,728,0,14,255,4,18,145,707,957
10341.71,10373.81,10484.33,10291.07,9819.55,9855.53,9863.08,9862.1,10114.94,9970.72,9835.83,9870.89
1413,2722,2187,1214,375,1613,0,8,12,2188,1643,151
10803.91,11077.92,10383.95,10110.06,9872.69,9865.18,9906.12,9918.0,9952.93,10073.38,9899.86,10118.59
89,848,1719,252,0,24,281,0,6165,245,2781,336
10496.73,10791.85,10478.27,10511.71,10241.9,9762.2,9912.77,9892.13,9908.38,9990.46,9871.32,10212.68
8846,4741,6840,422,0,29,6,0,11156,4893,312,639
10801.64,10375.74,10340.96,10185.19,10057.85,9981.25,9875.23,9917.3,9997.59,10006.28,9988.73,10110.91
1804,1642,2826,549,2246,149,263,36,88,307,2584,105
10777.67,10757.89,10432.19,9700.19,9584.69,9945.12,9831.98,9949.01,10026.5,10245.57,9734.72,10134.18
353,10888,1493,1026,622,6,408,66,5,431,66,567
10048.54,10215.79,10321.09,10067.89,9797.05,9849.88,9840.48,9932.88,10084.89,10031.97,9882.18,9805.55
6127,1573,4431,2851,1517,1,0,17,521,901,1074,127
10626.94,11120.99,10594.47,10270.63,9942.46,9781.73,9855.02,9875.98,10023.68,9891.43,9961.31,10078.91
1567,9174,567,539,30,36,0,30,10,278,991,197
10338.44,10274.76,10547.95,9995.35,10143.35,9812.02,9883.92,9871.87,10172.33,9993.11,10168.38,9893.72
6952,3942,6018,306,14,167,12,0,19,602,277,251
10880.18,10468.58,10443.26,9962.77,9946.57,9958.41,9936.14,9865.96,9957.82,9924.76,10208.04,10050.15
47,2350,1461,7262,882,215,0,8,25,19623,150,1421
11122.79,9913.18,10698.93,10073.07,9876.73,9929.52,9906.85,9908.16,9857.97,9925.83,10148.98,10330.3
1691,1871,120,2918,282,1429,4,11,188,1018,4447,1307
12398.4,9913.84,10393.12,9534.88,9798.35,9974.71,9922.68,9855.45,9763.3,10041.18,10330.52,9733.95
352,2216,1316,428,3,0,321,69,591,1109,667,19618
10308.31,10452.77,10588.45,10247.25,10103.48,9873.66,9873.01,9927.54,10093.07,9847.83,10111.09,10180.28
3849,3105,1040,1369,144,1440,6,181,30,291,571,6444
11717.66,11362.78,10231.18,10393.09,9930.11,9943.84,9879.39,9913.25,10038.97,10034.58,10020.7,10002.17
1435,2511,1313,1846,740,90,140,0,12,201,561,2994
10563.09,10937.75,10581.6,9524.23,10075.0,9893.08,9873.35,9800.42,9994.22,9965.58,10196.03,10067.16
1726,11516,324,366,18512,19,1200,6,35,489,2859,1419
10216.55,9396.89,10803.2,10248.91,9989.19,9930.72,9806.42,9897.73,10066.84,9860.37,10028.75,10505.6
2380,22282,542,2244,61,428,17,8,435,326,890,3961
10986.01,10787.95,10562.41,10046.12,10148.66,10006.87,9947.23,10003.75,9890.97,9997.34,9960.64,10222.75
741,2604,4,1078,116,4,14,19,284,1259,2727,1455
10118.22,10803.2,10613.65,10292.47,9666.88,9821.84,9829.54,9906.41,10050.52,9834.3,10084.95,10138.01
10138,1710,8045,1021,7009,0,140,3,31,827,326,1752
11545.37,10942.97,10700.02,10376.19,10119.3,9969.85,9856.68,9958.46,9987.88,10046.41,9854.6,10945.15
287,501,10392,18946,111,3076,159,55,11,945,526,4958
11572.99,11109.28,10577.87,10045.4,10237.0,9774.22,9873.62,9979.74,10131.52,10095.8,10182.96,9406.63
1309,879,461,134,2747,1033,0,9,1865,2665,229,945
12383.6,11012.51,10625.7,9819.31,9940.36,9668.21,9924.02,9964.1,9994.49,10179.15,9964.89,10350.5
2520,423,1172,872,431,61,8,2,6871,327,998,293
12466.2,10258.66,10494.39,10209.99,9982.16,10112.14,9907.52,9918.93,10281.6,10311.79,9876.23,9704.25
305,18773,233,4486,53,6,35,6,606,166,1102,1557
10526.64,10589.99,10630.57,10469.35,10054.49,10085.08,9852.52,9928.74,10151.81,10014.6,9558.04,10237.59
272,1789,945,1079,7,134,126,40,18,151,1791,276
10795.34,10184.52,10965.74,9533.29,9964.35,9829.66,9880.27,9910.15,9901.33,10037.29,10224.52,9860.66
2526,5865,1233,1394,6,8,86,23,83,7481,68,1375
11704.98,10654.76,10448.56,10147.08,10023.71,9779.19,9925.27,9905.66,10048.87,9956.23,9729.44,9927.04
2296,8962,1269,1361,1107,122,7,34,79,167,600,270
11349.41,11016.05,10556.78,10802.57,10044.58,10030.32,9892.76,9931.27,9749.15,10171.8,10120.1,9509.88
2878,2202,3690,6299,0,0,5,0,3,10723,1556,1665
11112.51,10616.08,10553.74,9913.84,10054.89,9785.65,9890.2,9929.34,10220.03,9921.73,10117.46,10021.05
18248,3363,934,2863,102,1400,0,18,50,1438,1448,847
12254.91,11147.41,10589.59,9826.56,9949.29,9829.24,9828.93,9903.6,9992.74,10280.03,9631.67,10316.71
1839,3820,1431,538,416,0,5,6,181,892,608,2479
10578.4,10303.27,10410.54,9979.1,9999.54,9905.19,9886.66,9850.2,9930.14,9998.12,10183.52,9851.1
927,1766,4958,2456,156,12,0,256,324,1699,1406,1193
10312.15,10285.87,10645.88,10581.43,10030.43,9959.4,9959.64,9878.49,9856.5,10073.58,10061.09,10211.85
92,644,521,233,21,17,5,36,1466,711,1051,409
11630.75,11080.03,10508.36,10096.87,9518.13,9929.95,9865.98,9829.49,10098.81,9756.84,10204.7,10095.75
1567,2709,179,444,30,205,11,286,92,2028,3253,857
12480.44,10387.87,10343.94,10259.09,9708.0,9763.31,9836.0,9829.98,9883.54,10117.08,9793.49,10462.58
529,1445,791,1864,84,40,44,11,50,326,287,2195
11006.77,11351.34,10484.69,10052.06,9722.92,9755.44,9864.02,10022.43,10217.69,10013.03,10375.77,9559.4
6391,2855,2424,1205,9,34,19,42,68,402,296,829
11209.18,11397.04,10468.39,10074.64,9995.0,9861.29,9858.81,9966.46,10026.73,10131.85,10198.75,10270.47
21,3389,7645,1322,4860,42,12,34,6881,184,2208,317
11456.27,10493.85,10915.22,10059.32,10282.39,9813.53,9883.1,9935.26,10101.93,10155.06,10259.09,10304.06
429,406,1698,3399,0,881,16,93,1175,1135,678,436
10283.29,9238.27,10450.04,9625.15,9955.11,9845.26,9813.93,9919.54,9972.61,9932.04,9766.94,9660.12
1806,19993,1518,152,1031,42,102,44,2,261,869,647
10152.53,11259.7,10457.29,10075.68,10107.14,10056.58,9881.31,9824.34,10097.55,9977.32,10132.09,9401.58
1946,1548,1320,1671,95,13,3,1448,48,2736,705,6194
10663.34,9890.27,10300.66,9471.13,9898.44,10042.69,9927.59,9825.78,10472.48,10107.26,10160.02,10025.44
956,1657,867,105,236,82,4,11,14,9604,1877,1553
10285.27,9391.34,10549.2,10086.68,10022.29,9889.15,9901.43,9935.9,9903.15,9902.05,10090.53,10418.4
7819,1883,2219,1015,7754,0,163,5,551,9846,723,1180
10538.6,11011.34,10589.3,9541.75,9806.75,10053.23,9882.22,9908.43,10070.3,10181.43,10322.19,10079.02
101,1169,1435,796,4,54,12,0,359,306,324,1742
11658.23,11011.14,10498.55,9893.06,9869.88,9918.46,9874.57,9874.97,9953.74,9999.89,10263.33,10109.7
1793,6090,2884,58,252,48,0,0,18,40,822,435
10200.49,10882.1,10494.91,10248.72,10082.9,9955.48,9855.22,9912.6,9953.92,9972.64,10042.72,10006.33
1694,1654,675,234,34,43,46,41,330,1552,101,84
10246.72,10875.99,10071.4,10208.71,9790.48,9890.36,9886.49,9951.15,9869.44,10127.94,10167.39,9863.71
1422,998,453,321,1370,76,6,46,5,1947,224,70
11415.29,11660.74,10615.89,10162.79,10065.76,9952.89,9897.03,9894.0,10023.24,10114.83,9995.51,9706.71
2153,11792,850,254,512,6,0,4,4,1868,623,518
9196.34,10369.67,10501.13,10029.52,9860.13,9875.11,9849.6,9942.17,9981.82,9871.71,10184.81,9863.42
1791,863,7298,1881,107,2542,2,20,1,769,1336,236
11012.74,10843.73,10631.02,10378.36,10143.87,9847.94,9829.75,9866.01,9829.07,10065.75,10057.83,10067.0
254,1128,1455,1760,13,183,150,9,67,2629,2811,471
9551.53,11521.46,10509.4,9737.11,10011.38,10026.98,9845.95,9929.9,9779.66,9948.52,9842.71,10417.01
591,1245,9939,13,99,7,8,44,265,796,970,407
11591.33,10863.26,10474.16,9912.32,9997.23,9728.69,9909.45,9953.15,10000.78,9914.43,10125.25,10205.25
10,575,3024,2364,13,93,1108,47,79,835,5091,296
10283.63,11480.93,10593.75,10551.45,9859.04,9982.57,9824.2,9922.88,9950.01,9751.45,10054.47,9685.26
161,826,376,196,1055,405,7,9,15,192,53,2873
11078.81,10738.34,10428.92,10078.81,9950.36,9956.14,9799.67,9817.04,10048.11,9881.2,9989.24,10356.92
821,2933,952,368,242,59,6,46,9,2840,185,29
10384.26,10677.51,10550.72,10004.22,9885.0,9920.29,9861.15,9866.04,9801.74,10175.68,10056.25,10472.35
591,5743,10463,393,8612,625,6,88,2,257,4161,1674
10504.51,10356.84,10319.22,10452.83,9799.4,9710.91,9904.72,9870.18,10053.85,10071.37,9862.78,10332.31
756,3334,1946,738,114,129,1289,4,54,1057,1239,458
10159.58,10739.99,10482.23,9920.55,9864.59,10020.57,9864.45,9932.85,10078.19,9896.28,10154.73,10315.03
290,2194,1126,238,220,121,3,90,17,645,1936,1178
10240.9,10545.33,10692.29,10176.89,10164.27,9779.35,9857.56,9830.78,10229.8,10053.55,9879.11,9898.03
1119,847,1523,604,180,9,16,51,43,109,2419,492
11954.34,10405.38,10429.32,10246.35,10124.03,9808.19,9838.64,9949.97,10113.89,10072.66,9929.94,10211.89
515,1548,562,454,423,1474,7,112,13,29,11169,46
11409.9,11090.53,10639.24,9673.89,9655.76,9894.42,9968.6,9889.67,10106.46,9780.71,10145.59,10136.48
18139,2718,20719,1494,279,174,0,192,57,1142,425,4544
10932.4,10831.66,10139.1,10274.46,9930.93,10181.15,9947.12,9900.17,10116.59,9949.12,9718.37,10018.29
316,896,5344,640,9663,5,1440,40,4735,2611,2333,318
11081.35,12204.64,10878.5,10099.01,9929.16,9798.21,9878.64,9966.58,10081.06,10072.63,9933.17,9330.75
